"COMPOUND_ID"|"COMPOUND_NAME"|"FORMULA"|"MASS"|"KNAPSACK_ID"|"NP_ATLAS_ID"|"BIOLOGICAL_ACTIVITY"|"INCHI"|"INCHI_KEY"|"SMILES"
"189223"|"(7R,10S)-aspergilloid H"|"C15H20O4"|"264.1362"|"N|"25159"|"N|"InChI=1S/C15H20O4/c1-8(2)11-4-3-9(7-16)14-12(11)5-10(15(18)19)6-13(14)17/h5-6,8-9,11,16-17H,3-4,7H2,1-2H3,(H,18,19)/t9-,11-/m1/s1"|"YJDRZMWDCQFTOS-MWLCHTKSSA-N"|"CC(C)[C@H]1CC[C@@H](C2=C1C=C(C=C2O)C(=O)O)CO"
"189224"|"4α,8α-dihydroxyeudesman-11-en-1-one"|"C15H24O3"|"252.1725"|"N|"25160"|"N|"InChI=1S/C15H24O3/c1-9(2)10-7-12-14(3,8-11(10)16)13(17)5-6-15(12,4)18/h10-12,16,18H,1,5-8H2,2-4H3/t10-,11+,12-,14-,15-/m1/s1"|"QKRALFPQUVHVEO-BUONHZGMSA-N"|"CC(=C)[C@H]1C[C@H]2[C@](CCC(=O)[C@@]2(C[C@@H]1O)C)(C)O"
"189225"|"Oxepinamide H"|"C20H19N3O4"|"365.1376"|"N|"25180"|"N|"InChI=1S/C20H19N3O4/c1-13-16(24)22-20(26-2,12-14-8-4-3-5-9-14)19-21-17-15(18(25)23(13)19)10-6-7-11-27-17/h3-11,13H,12H2,1-2H3,(H,22,24)/t13-,20+/m1/s1"|"SVHXOGSMWVXKRF-XCLFUZPHSA-N"|"C[C@@H]1C(=O)N[C@@](C2=NC3=C(C=CC=CO3)C(=O)N12)(CC4=CC=CC=C4)OC"
"189226"|"Oxepinamide I"|"C20H19N3O4"|"365.1376"|"N|"25181"|"N|"InChI=1S/C20H19N3O4/c1-13-16(24)22-20(26-2,12-14-8-4-3-5-9-14)19-21-17-15(18(25)23(13)19)10-6-7-11-27-17/h3-11,13H,12H2,1-2H3,(H,22,24)/t13-,20-/m1/s1"|"SVHXOGSMWVXKRF-ZUOKHONESA-N"|"C[C@@H]1C(=O)N[C@](C2=NC3=C(C=CC=CO3)C(=O)N12)(CC4=CC=CC=C4)OC"
"189227"|"Oxepinamide J"|"C19H17N3O4"|"351.1219"|"N|"25182"|"N|"InChI=1S/C19H17N3O4/c1-12-15(23)21-19(25,11-13-7-3-2-4-8-13)18-20-16-14(17(24)22(12)18)9-5-6-10-26-16/h2-10,12,25H,11H2,1H3,(H,21,23)/t12-,19-/m1/s1"|"LTIOSJQYEGEEHY-CWTRNNRKSA-N"|"C[C@@H]1C(=O)N[C@](C2=NC3=C(C=CC=CO3)C(=O)N12)(CC4=CC=CC=C4)O"
"189228"|"Oxepinamide K"|"C19H15N3O3"|"333.1113"|"N|"25183"|"N|"InChI=1S/C19H15N3O3/c1-12-17(23)20-15(11-13-7-3-2-4-8-13)16-21-18-14(19(24)22(12)16)9-5-6-10-25-18/h2-12H,1H3,(H,20,23)/b15-11-/t12-/m1/s1"|"CJYUEDLQBHFMDJ-QJMZJAKPSA-N"|"C[C@@H]1C(=O)N/C(=C\C2=CC=CC=C2)/C3=NC4=C(C=CC=CO4)C(=O)N13"
"189229"|"Puniceloid A"|"C20H19N3O4"|"365.1376"|"N|"25184"|"N|"InChI=1S/C20H19N3O4/c1-12-17(25)22-20(27-2,11-13-7-4-3-5-8-13)19-21-16-14(18(26)23(12)19)9-6-10-15(16)24/h3-10,12,24H,11H2,1-2H3,(H,22,25)/t12-,20+/m1/s1"|"BFZLJEPIUQRETA-ODXCJYRJSA-N"|"C[C@@H]1C(=O)N[C@@](C2=NC3=C(C=CC=C3O)C(=O)N12)(CC4=CC=CC=C4)OC"
"189230"|"Puniceloid B"|"C19H17N3O4"|"351.1219"|"N|"25185"|"N|"InChI=1S/C19H17N3O4/c1-11-16(24)21-19(26,10-12-6-3-2-4-7-12)18-20-15-13(17(25)22(11)18)8-5-9-14(15)23/h2-9,11,23,26H,10H2,1H3,(H,21,24)/t11-,19+/m1/s1"|"GEOABWCKNIFYFG-WYRIXSBYSA-N"|"C[C@@H]1C(=O)N[C@@](C2=NC3=C(C=CC=C3O)C(=O)N12)(CC4=CC=CC=C4)O"
"189231"|"Puniceloid C"|"C19H17N3O4"|"351.1219"|"N|"25186"|"N|"InChI=1S/C19H17N3O4/c1-11-16(24)21-19(26,10-12-6-3-2-4-7-12)18-20-15-13(17(25)22(11)18)8-5-9-14(15)23/h2-9,11,23,26H,10H2,1H3,(H,21,24)/t11-,19-/m1/s1"|"GEOABWCKNIFYFG-NSPYISDASA-N"|"C[C@@H]1C(=O)N[C@](C2=NC3=C(C=CC=C3O)C(=O)N12)(CC4=CC=CC=C4)O"
"189232"|"Puniceloid D"|"C19H15N3O3"|"333.1113"|"N|"25187"|"N|"InChI=1S/C19H15N3O3/c1-11-18(24)20-14(10-12-6-3-2-4-7-12)17-21-16-13(19(25)22(11)17)8-5-9-15(16)23/h2-11,23H,1H3,(H,20,24)/b14-10-/t11-/m1/s1"|"JKOZPSNPSQBQCF-UXEDPAHQSA-N"|"C[C@@H]1C(=O)N/C(=C\C2=CC=CC=C2)/C3=NC4=C(C=CC=C4O)C(=O)N13"
"189233"|"Asperunguisin B"|"C32H44O4"|"492.324"|"N|"25226"|"N|"InChI=1S/C32H44O4/c1-18(2)22-13-15-30(4)23(22)14-16-31(5)24-12-7-19(3)27-28(32(24,6)26(34)17-25(30)31)36-29(35-27)20-8-10-21(33)11-9-20/h8-11,14,18,22,24-29,33-34H,3,7,12-13,15-17H2,1-2,4-6H3/t22-,24+,25-,26-,27-,28+,29-,30+,31+,32-/m0/s1"|"DYXOLDHDTSPWOZ-FFTJNDHYSA-N"|"CC(C)[C@@H]1CC[C@@]2(C1=CC[C@]3([C@H]2C[C@@H]([C@@]4([C@@H]3CCC(=C)[C@H]5[C@H]4O[C@H](O5)C6=CC=C(C=C6)O)C)O)C)C"
"189234"|"Asperunguisin D"|"C25H38O3"|"386.2821"|"N|"25227"|"N|"InChI=1S/C25H38O3/c1-14(2)15-7-10-22(3)16(15)8-11-23(4)17-9-12-24(5)21(28-24)20(27)25(17,6)19(26)13-18(22)23/h8,14-15,17-19,21,26H,7,9-13H2,1-6H3/t15-,17+,18-,19-,21+,22+,23+,24+,25-/m0/s1"|"NBCQVKIRQRHUQA-LVXJQZRESA-N"|"CC(C)[C@@H]1CC[C@@]2(C1=CC[C@]3([C@H]2C[C@@H]([C@@]4([C@@H]3CC[C@@]5([C@@H](C4=O)O5)C)C)O)C)C"
"189235"|"Asperunguisin E"|"C25H42O4"|"406.3083"|"N|"25228"|"N|"InChI=1S/C25H42O4/c1-14(2)15-7-10-22(3)16(15)8-11-23(4)17-9-12-24(5,29)20(27)21(28)25(17,6)19(26)13-18(22)23/h8,14-15,17-21,26-29H,7,9-13H2,1-6H3/t15-,17+,18-,19-,20+,21+,22+,23+,24-,25-/m0/s1"|"WMNBQKASDSMKDY-VHTKSKENSA-N"|"CC(C)[C@@H]1CC[C@@]2(C1=CC[C@]3([C@H]2C[C@@H]([C@@]4([C@@H]3CC[C@]([C@@H]([C@H]4O)O)(C)O)C)O)C)C"
"189236"|"Asperunguisin F"|"C25H40O2"|"372.3028"|"N|"25229"|"N|"InChI=1S/C25H40O2/c1-15(2)17-9-11-23(4)18(17)10-12-24(5)19-8-7-16(3)13-21(26)25(19,6)22(27)14-20(23)24/h10,13,15,17,19-22,26-27H,7-9,11-12,14H2,1-6H3/t17-,19+,20-,21+,22-,23+,24+,25+/m0/s1"|"ARODMLJYCSKEHM-IHJGETQQSA-N"|"CC1=C[C@H]([C@]2([C@H](CC1)[C@]3(CC=C4[C@@H](CC[C@]4([C@@H]3C[C@@H]2O)C)C(C)C)C)C)O"
"189237"|"Asperunguisin A"|"C25H40O3"|"388.2977"|"N|"25230"|"N|"InChI=1S/C25H40O3/c1-14(2)16-9-11-23(4)17(16)10-12-24(5)18-8-7-15(3)21(27)22(28)25(18,6)20(26)13-19(23)24/h10,14,16,18-22,26-28H,3,7-9,11-13H2,1-2,4-6H3/t16-,18+,19-,20-,21-,22+,23+,24+,25-/m0/s1"|"NGAYUCRULVOMER-NKJUQTNKSA-N"|"CC(C)[C@@H]1CC[C@@]2(C1=CC[C@]3([C@H]2C[C@@H]([C@@]4([C@@H]3CCC(=C)[C@@H]([C@H]4O)O)C)O)C)C"
"189238"|"Asperunguisin C"|"C25H40O3"|"388.2977"|"N|"25231"|"N|"InChI=1S/C25H40O3/c1-14(2)15-7-10-22(3)16(15)8-11-23(4)17-9-12-24(5)20(27)21(28-24)25(17,6)19(26)13-18(22)23/h8,14-15,17-21,26-27H,7,9-13H2,1-6H3/t15-,17+,18-,19-,20+,21+,22+,23+,24+,25-/m0/s1"|"NLVZPTYDJZNGCY-OVZDKSCUSA-N"|"CC(C)[C@@H]1CC[C@@]2(C1=CC[C@]3([C@H]2C[C@@H]([C@@]4([C@@H]3CC[C@@]5([C@@H]([C@H]4O5)O)C)C)O)C)C"
"189239"|"Asperversiamide I"|"C26H31N3O5"|"465.2264"|"N|"25301"|"N|"InChI=1S/C26H31N3O5/c1-6-22(2,3)26-24(32,14-25(34-26)21(31)29-11-7-8-18(29)20(30)28-25)16-12-15-9-10-23(4,5)33-19(15)13-17(16)27-26/h6,9-10,12-13,18,27,32H,1,7-8,11,14H2,2-5H3,(H,28,30)/t18-,24-,25+,26+/m1/s1"|"KQSNCKYUOHBTBD-UEEUSRRGSA-N"|"CC1(C=CC2=CC3=C(C=C2O1)N[C@@]4([C@]3(C[C@]5(O4)C(=O)N6CCC[C@@H]6C(=O)N5)O)C(C)(C)C=C)C"
"189240"|"Asperversiamide J"|"C19H21NO2"|"295.1572"|"N|"25302"|"N|"InChI=1S/C19H21NO2/c1-6-18(2,3)17-14(11-21)13-9-12-7-8-19(4,5)22-16(12)10-15(13)20-17/h6-11,20H,1H2,2-5H3"|"WQNPZZDKVSQQDS-UHFFFAOYSA-N"|"CC1(C=CC2=C(O1)C=C3C(=C2)C(=C(N3)C(C)(C)C=C)C=O)C"
"189241"|"Asperversiamide K"|"C26H31N3O4"|"449.2315"|"N|"25303"|"N|"InChI=1S/C26H31N3O4/c1-6-23(2,3)26-25(32,14-19-21(30)28-11-7-8-18(28)22(31)29(19)26)16-12-15-9-10-24(4,5)33-20(15)13-17(16)27-26/h6,9-10,12-13,18-19,27,32H,1,7-8,11,14H2,2-5H3/t18-,19-,25+,26-/m0/s1"|"WEXJWWWGKFNWHW-CBJYTOFKSA-N"|"CC1(C=CC2=CC3=C(C=C2O1)N[C@@]4([C@]3(C[C@@H]5N4C(=O)[C@@H]6CCCN6C5=O)O)C(C)(C)C=C)C"
"189242"|"Asperversiamide L"|"C26H31N3O5"|"465.2264"|"N|"25304"|"N|"InChI=1S/C26H31N3O5/c1-6-22(2,3)26-24(32,14-25(33)21(31)28-11-7-8-18(28)20(30)29(25)26)16-12-15-9-10-23(4,5)34-19(15)13-17(16)27-26/h6,9-10,12-13,18,27,32-33H,1,7-8,11,14H2,2-5H3/t18-,24+,25-,26-/m0/s1"|"JWEGUKYBEAMHKG-QWBXGMEYSA-N"|"CC1(C=CC2=CC3=C(C=C2O1)N[C@@]4([C@]3(C[C@]5(N4C(=O)[C@@H]6CCCN6C5=O)O)O)C(C)(C)C=C)C"
"189243"|"Asperversiamide M"|"C26H31N3O4"|"449.2315"|"N|"25305"|"N|"InChI=1S/C26H31N3O4/c1-6-24(2,3)26(14-18-22(31)29-11-7-8-19(29)21(30)27-18)16-12-15-9-10-25(4,5)33-20(15)13-17(16)28-23(26)32/h6,9-10,12-13,18-19H,1,7-8,11,14H2,2-5H3,(H,27,30)(H,28,32)/t18-,19-,26+/m0/s1"|"MTVNXTIKSNTFEN-LZJCXSABSA-N"|"CC1(C=CC2=CC3=C(C=C2O1)NC(=O)[C@]3(C[C@H]4C(=O)N5CCC[C@H]5C(=O)N4)C(C)(C)C=C)C"
"189244"|"Asperversiamide N"|"C27H33N3O5"|"479.242"|"N|"25306"|"N|"InChI=1S/C27H33N3O5/c1-7-24(2,3)26(15-27(34-6)23(33)30-12-8-9-19(30)21(31)29-27)17-13-16-10-11-25(4,5)35-20(16)14-18(17)28-22(26)32/h7,10-11,13-14,19H,1,8-9,12,15H2,2-6H3,(H,28,32)(H,29,31)/t19-,26-,27+/m0/s1"|"FXYUFVYNFXFTHL-FNLHRSDSSA-N"|"CC1(C=CC2=CC3=C(C=C2O1)NC(=O)[C@@]3(C[C@]4(C(=O)N5CCC[C@H]5C(=O)N4)OC)C(C)(C)C=C)C"
"189245"|"Asperversiamide O"|"C26H31N3O5"|"465.2264"|"N|"25307"|"N|"InChI=1S/C26H31N3O5/c1-6-23(2,3)25(14-26(33)22(32)29-11-7-8-18(29)20(30)28-26)16-12-15-9-10-24(4,5)34-19(15)13-17(16)27-21(25)31/h6,9-10,12-13,18,33H,1,7-8,11,14H2,2-5H3,(H,27,31)(H,28,30)/t18?,25-,26?/m0/s1"|"KALGTNUAKASIJM-FHZBLKBXSA-N"|"CC1(C=CC2=CC3=C(C=C2O1)NC(=O)[C@@]3(CC4(C(=O)N5CCCC5C(=O)N4)O)C(C)(C)C=C)C"
"189246"|"Asperversiamide P"|"C26H31N3O5"|"465.2264"|"N|"25308"|"N|"InChI=1S/C26H31N3O5/c1-6-23(2,3)25(14-18-20(30)29-11-7-9-26(29,33)22(32)28-18)16-12-15-8-10-24(4,5)34-19(15)13-17(16)27-21(25)31/h6,8,10,12-13,18,33H,1,7,9,11,14H2,2-5H3,(H,27,31)(H,28,32)/t18?,25-,26?/m0/s1"|"UKWXCGLNZUXOIN-FHZBLKBXSA-N"|"CC1(C=CC2=CC3=C(C=C2O1)NC(=O)[C@@]3(CC4C(=O)N5CCCC5(C(=O)N4)O)C(C)(C)C=C)C"
"189247"|"Secochalasin A"|"C25H37NO6"|"447.2621"|"N|"25323"|"N|"InChI=1S/C25H37NO6/c1-14(2)11-19-23-17(5)16(4)13-18(12-15(3)7-10-22(30)32-6)25(23,24(31)26-19)20(27)8-9-21(28)29/h12-14,17-19,23H,7-11H2,1-6H3,(H,26,31)(H,28,29)/b15-12+/t17-,18+,19+,23+,25-/m1/s1"|"UBYJJKLHALKIBE-VGTUEEEGSA-N"|"C[C@H]1[C@H]2[C@@H](NC(=O)[C@]2([C@H](C=C1C)/C=C(\C)/CCC(=O)OC)C(=O)CCC(=O)O)CC(C)C"
"189248"|"Secochalasin B"|"C25H37NO6"|"447.2621"|"N|"25324"|"N|"InChI=1S/C25H37NO6/c1-14(2)11-19-23-17(5)16(4)13-18(12-15(3)7-9-21(28)29)25(23,24(31)26-19)20(27)8-10-22(30)32-6/h12-14,17-19,23H,7-11H2,1-6H3,(H,26,31)(H,28,29)/b15-12+/t17-,18+,19+,23+,25-/m1/s1"|"WXMBEWOWWVNEJV-VGTUEEEGSA-N"|"C[C@H]1[C@H]2[C@@H](NC(=O)[C@]2([C@H](C=C1C)/C=C(\C)/CCC(=O)O)C(=O)CCC(=O)OC)CC(C)C"
"189249"|"Cyschalasin A"|"C28H42N2O5S"|"518.2814"|"N|"25325"|"N|"InChI=1S/C28H42N2O5S/c1-15(2)11-21-25-18(5)17(4)13-20-12-16(3)7-8-22(32)23(33)14-24(36-10-9-29-19(6)31)26(34)28(20,25)27(35)30-21/h12-13,15,18,20-22,24-25,32H,7-11,14H2,1-6H3,(H,29,31)(H,30,35)/b16-12+/t18-,20+,21+,22-,24-,25+,28+/m1/s1"|"XEUIJZSFKASMIJ-HBBZWIBTSA-N"|"C[C@H]1[C@H]2[C@@H](NC(=O)[C@@]23[C@@H](/C=C(/CC[C@H](C(=O)C[C@H](C3=O)SCCNC(=O)C)O)\C)C=C1C)CC(C)C"
"189250"|"Cyschalasin B"|"C28H41NO7S"|"535.2604"|"N|"25326"|"N|"InChI=1S/C28H41NO7S/c1-14(2)9-19-24-17(5)16(4)11-18-10-15(3)7-8-20(30)21(31)12-23(37-13-22(32)26(34)36-6)25(33)28(18,24)27(35)29-19/h10-11,14,17-20,22-24,30,32H,7-9,12-13H2,1-6H3,(H,29,35)/b15-10+/t17-,18+,19+,20-,22-,23-,24+,28+/m1/s1"|"SGLVXEWYFDWOQB-NNTLABGTSA-N"|"C[C@H]1[C@H]2[C@@H](NC(=O)[C@@]23[C@@H](/C=C(/CC[C@H](C(=O)C[C@H](C3=O)SC[C@H](C(=O)OC)O)O)\C)C=C1C)CC(C)C"
"189251"|"Asperophiobolin J"|"C25H38O5"|"418.2719"|"N|"25404"|"N|"InChI=1S/C25H38O5/c1-15(6-9-21(28)23(2,3)29)17-10-11-24(4)12-19-22(20(27)13-25(19,5)30)16(14-26)7-8-18(17)24/h6-7,9,14-15,17-19,21-22,28-30H,8,10-13H2,1-5H3/b9-6-,16-7-/t15-,17+,18-,19-,21-,22-,24+,25+/m0/s1"|"ULZUWKJCVZFDGB-XKFSNJOWSA-N"|"C[C@@H](/C=C\[C@@H](C(C)(C)O)O)[C@H]1CC[C@]2([C@H]1C/C=C(\[C@H]3[C@H](C2)[C@](CC3=O)(C)O)/C=O)C"
"189252"|"Asperophiobolin K"|"C25H38O3"|"386.2821"|"N|"25405"|"N|"InChI=1S/C25H38O3/c1-16(2)7-6-8-17(3)20-11-12-24(5)15-25(28)18(4)13-22(27)23(25)19(14-26)9-10-21(20)24/h6-9,14,17-18,20-23,27-28H,10-13,15H2,1-5H3/b8-6-,19-9-/t17-,18+,20+,21-,22+,23-,24+,25+/m0/s1"|"UBNPMTQHPOHFMQ-TUSYHOFKSA-N"|"C[C@@H]1C[C@H]([C@H]/2[C@]1(C[C@]3(CC[C@@H]([C@@H]3C/C=C2/C=O)[C@@H](C)/C=C\C=C(C)C)C)O)O"
"189253"|"Asperophiobolin A"|"C26H37NO3"|"411.2773"|"N|"25406"|"N|"InChI=1S/C26H37NO3/c1-16(2)8-7-9-17(3)18-12-13-24(4)14-21-22-19(10-11-20(18)24)23(28)27-26(22,30-6)15-25(21,5)29/h7-11,17-18,21-22,29H,12-15H2,1-6H3,(H,27,28)/b9-7-,19-10+,20-11-/t17-,18+,21-,22-,24+,25+,26-/m0/s1"|"IEOHVPIKTTWVQR-DEDHROECSA-N"|"C[C@@H](/C=C\C=C(C)C)[C@H]\1CC[C@]2(/C1=C\C=C\3/[C@H]4[C@H](C2)[C@](C[C@]4(NC3=O)OC)(C)O)C"
"189254"|"Asperophiobolin B"|"C25H35NO3"|"397.2617"|"N|"25407"|"N|"InChI=1S/C25H35NO3/c1-15(2)7-6-8-16(3)17-11-12-23(4)13-20-21-18(9-10-19(17)23)22(27)26-25(21,29)14-24(20,5)28/h6-10,16-17,20-21,28-29H,11-14H2,1-5H3,(H,26,27)/b8-6-,18-9+,19-10?/t16-,17+,20-,21-,23+,24+,25-/m0/s1"|"XLWSRBGCDBHJIY-OAAWIFEUSA-N"|"C[C@@H](/C=C\C=C(C)C)[C@H]1CC[C@]2(C1=C/C=C/3\[C@H]4[C@H](C2)[C@](C[C@]4(NC3=O)O)(C)O)C"
"189255"|"Asperophiobolin C"|"C25H35NO2"|"381.2668"|"N|"25408"|"N|"InChI=1S/C25H35NO2/c1-15(2)7-6-8-16(3)17-11-12-24(4)13-20-22-18(9-10-19(17)24)23(27)26-21(22)14-25(20,5)28/h6-10,16-17,20-22,28H,11-14H2,1-5H3,(H,26,27)/b8-6-,18-9+,19-10?/t16-,17+,20-,21+,22-,24+,25+/m0/s1"|"PJZFGPOCHXWXPJ-MPXAPWQMSA-N"|"C[C@@H](/C=C\C=C(C)C)[C@H]1CC[C@]2(C1=C/C=C/3\[C@H]4[C@H](C2)[C@](C[C@H]4NC3=O)(C)O)C"
"189256"|"Asperophiobolin D"|"C26H39NO3"|"413.293"|"N|"25409"|"N|"InChI=1S/C26H39NO3/c1-16(2)8-7-9-17(3)18-12-13-24(4)14-21-22-19(10-11-20(18)24)23(28)27-26(22,30-6)15-25(21,5)29/h7-10,17-18,20-22,29H,11-15H2,1-6H3,(H,27,28)/b9-7-,19-10+/t17-,18+,20-,21-,22-,24+,25+,26-/m0/s1"|"VQIAIGUFXCMWQU-LDHUBOAWSA-N"|"C[C@@H](/C=C\C=C(C)C)[C@H]1CC[C@]2([C@H]1C/C=C/3\[C@H]4[C@H](C2)[C@](C[C@]4(NC3=O)OC)(C)O)C"
"189257"|"Asperophiobolin E"|"C25H34O3"|"382.2508"|"N|"25410"|"N|"InChI=1S/C25H34O3/c1-15(2)7-6-8-16(3)18-11-12-25(5)14-20-17(4)13-22(26)23(20)19(24(27)28)9-10-21(18)25/h6-9,13,16,18,20-21,23H,10-12,14H2,1-5H3,(H,27,28)/b8-6-,19-9+/t16-,18+,20+,21-,23-,25+/m0/s1"|"SQPAMJOSHZSSOT-IPNGRVRVSA-N"|"CC1=CC(=O)[C@@H]/2[C@@H]1C[C@]3(CC[C@@H]([C@@H]3C/C=C2/C(=O)O)[C@@H](C)/C=C\C=C(C)C)C"
"189258"|"Asperophiobolin F"|"C25H36O4"|"400.2614"|"N|"25411"|"N|"InChI=1S/C25H36O4/c1-15(6-9-22(28)24(3,4)29)18-10-11-25(5)13-19-16(2)12-21(27)23(19)17(14-26)7-8-20(18)25/h6-7,9,12,14-15,18-20,22-23,28-29H,8,10-11,13H2,1-5H3/b9-6-,17-7-/t15-,18+,19+,20-,22+,23+,25+/m0/s1"|"ZCYAUPOUCSSQGA-URDRZHFISA-N"|"CC1=CC(=O)[C@H]/2[C@@H]1C[C@]3(CC[C@@H]([C@@H]3C/C=C2/C=O)[C@@H](C)/C=C\[C@H](C(C)(C)O)O)C"
"189259"|"Asperophiobolin G"|"C25H36O4"|"400.2614"|"N|"25412"|"N|"InChI=1S/C25H36O4/c1-15(6-9-22(28)24(3,4)29)18-10-11-25(5)13-19-16(2)12-21(27)23(19)17(14-26)7-8-20(18)25/h6-7,9,12,14-15,18-20,22-23,28-29H,8,10-11,13H2,1-5H3/b9-6-,17-7-/t15-,18+,19+,20-,22+,23-,25+/m0/s1"|"ZCYAUPOUCSSQGA-FEYSZHSJSA-N"|"CC1=CC(=O)[C@@H]/2[C@@H]1C[C@]3(CC[C@@H]([C@@H]3C/C=C2/C=O)[C@@H](C)/C=C\[C@H](C(C)(C)O)O)C"
"189260"|"Asperophiobolin H"|"C25H36O4"|"400.2614"|"N|"25413"|"N|"InChI=1S/C25H36O4/c1-15(6-9-22(28)24(3,4)29)18-10-11-25(5)13-19-16(2)12-21(27)23(19)17(14-26)7-8-20(18)25/h6-7,9,12,14-15,18-20,22-23,28-29H,8,10-11,13H2,1-5H3/b9-6-,17-7-/t15-,18+,19+,20-,22-,23+,25+/m0/s1"|"ZCYAUPOUCSSQGA-SFJLRTIMSA-N"|"CC1=CC(=O)[C@H]/2[C@@H]1C[C@]3(CC[C@@H]([C@@H]3C/C=C2/C=O)[C@@H](C)/C=C\[C@@H](C(C)(C)O)O)C"
"189261"|"Asperophiobolin I"|"C25H34O3"|"382.2508"|"N|"25414"|"N|"InChI=1S/C25H34O3/c1-15(6-9-22-24(3,4)28-22)18-10-11-25(5)13-19-16(2)12-21(27)23(19)17(14-26)7-8-20(18)25/h6-7,9,12,14-15,18-20,22-23H,8,10-11,13H2,1-5H3/b9-6-,17-7-/t15-,18+,19+,20-,22-,23-,25+/m0/s1"|"HPDVXTMBSBRHFZ-WBBAMFPJSA-N"|"CC1=CC(=O)[C@@H]/2[C@@H]1C[C@]3(CC[C@@H]([C@@H]3C/C=C2/C=O)[C@@H](C)/C=C\[C@H]4C(O4)(C)C)C"
"189262"|"Asperpyridone A"|"C16H23NO3"|"277.1678"|"N|"25456"|"N|"InChI=1S/C16H23NO3/c1-9-7-10(2)14-12(8-9)11(3)20-13-5-6-17(19-4)16(18)15(13)14/h5-6,9-12,14H,7-8H2,1-4H3/t9-,10+,11+,12+,14-/m1/s1"|"NIMOIRGMTUCKDU-DKKFBCOVSA-N"|"C[C@@H]1C[C@@H]([C@@H]2[C@@H](C1)[C@@H](OC3=C2C(=O)N(C=C3)OC)C)C"
"189263"|"Porosuphenol A"|"C27H38O6"|"458.2668"|"N|"25480"|"N|"InChI=1S/C27H38O6/c1-15(9-16(2)21(7)29)10-17(3)26(31)20(6)27(32)18(4)11-24-22(12-19(5)28)13-23(30)14-25(24)33-8/h9-10,13-14,16,18,20-21,29-30H,11-12H2,1-8H3/b15-9+,17-10+/t16-,18+,20+,21-/m0/s1"|"BGHJKGLKXACHPT-BKFSEIJGSA-N"|"C[C@H](CC1=C(C=C(C=C1CC(=O)C)O)OC)C(=O)[C@H](C)C(=O)/C(=C/C(=C/[C@H](C)[C@H](C)O)/C)/C"
"189264"|"Porosuphenol B"|"C27H38O6"|"458.2668"|"N|"25481"|"N|"InChI=1S/C27H38O6/c1-15(9-16(2)21(7)29)10-17(3)26(31)20(6)27(32)18(4)11-24-22(12-19(5)28)13-23(30)14-25(24)33-8/h9-10,13-14,16,18,20-21,29-30H,11-12H2,1-8H3/b15-9+,17-10+/t16-,18+,20-,21-/m0/s1"|"BGHJKGLKXACHPT-LQNJGUKQSA-N"|"C[C@H](CC1=C(C=C(C=C1CC(=O)C)O)OC)C(=O)[C@@H](C)C(=O)/C(=C/C(=C/[C@H](C)[C@H](C)O)/C)/C"
"189265"|"Porosuphenol C"|"C26H36O6"|"444.2512"|"N|"25482"|"N|"InChI=1S/C26H36O6/c1-14(8-15(2)20(7)28)9-16(3)25(31)19(6)26(32)17(4)10-23-21(11-18(5)27)12-22(29)13-24(23)30/h8-9,12-13,15,17,19-20,28-30H,10-11H2,1-7H3"|"OKDIRXPPBVQCFV-UHFFFAOYSA-N"|"CC(CC1=C(C=C(C=C1CC(=O)C)O)O)C(=O)C(C)C(=O)C(=CC(=CC(C)C(C)O)C)C"
"189266"|"Porosuphenol D"|"C26H36O6"|"444.2512"|"N|"25483"|"N|"InChI=1S/C26H36O6/c1-14(8-15(2)20(7)28)9-16(3)25(30)19(6)26(31)17(4)10-23-21(11-18(5)27)12-22(29)13-24(23)32-26/h8-9,12-13,15,17,19-20,28-29,31H,10-11H2,1-7H3"|"QNDWXVWVOUMVLE-UHFFFAOYSA-N"|"CC1CC2=C(C=C(C=C2CC(=O)C)O)OC1(C(C)C(=O)C(=CC(=CC(C)C(C)O)C)C)O"
"189267"|"Asperchalasine E"|"C34H43NO8"|"593.2989"|"N|"25531"|"N|"InChI=1S/C34H43NO8/c1-13(2)10-19-25-16(5)15(4)12-18-11-14(3)8-9-20(36)27(38)23-24(32(40)34(18,25)33(41)35-19)30-22-21(29(23)43-30)17(6)26(37)31(42-7)28(22)39/h11-13,16,18-20,23-25,29-30,36-37,39H,8-10H2,1-7H3,(H,35,41)/b14-11+/t16-,18+,19+,20-,23-,24+,25+,29-,30+,34+/m1/s1"|"HMFDSIGNMYZFJO-NAVKJBOMSA-N"|"C[C@H]1[C@H]2[C@@H](NC(=O)[C@@]23[C@@H](/C=C(/CC[C@H](C(=O)[C@H]4[C@H](C3=O)[C@@H]5C6=C([C@H]4O5)C(=C(C(=C6O)OC)O)C)O)\C)C=C1C)CC(C)C"
